2014-08-21 14:11:47,235 [ModalContext] WARN  o.e.m.i.discovery.MavenDiscovery - CatalogItem org.eclipse.m2e.discovery.lifecyclemapping.m2e-egit does not contain lifecycle mapping metadata
2014-09-08 09:30:11,493 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:12,317 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:13,364 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.equinox:javax.servlet.jsp:jar:2.0.0.v200806031607 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:13,833 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.equinox:org.eclipse.equinox.http.servlet:jar:1.0.200.v20090520-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:14,661 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:30:14,662 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.hostobjects/src/main/resources
2014-09-08 09:30:14,664 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:30:14,693 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.hostobjects/src/test/resources
2014-09-08 09:30:16,977 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:16,979 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:17,516 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:17,794 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.equinox:org.eclipse.equinox.http.servlet:jar:1.0.200.v20090520-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:18,388 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:30:18,388 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.core/src/main/resources
2014-09-08 09:30:18,390 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:30:18,391 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.core/src/test/resources
2014-09-08 09:30:21,155 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:21,162 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:21,657 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:21,929 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.equinox:org.eclipse.equinox.http.servlet:jar:1.0.200.v20090520-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:22,549 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:30:22,550 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.startup.publisher/src/main/resources
2014-09-08 09:30:22,552 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:30:22,552 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.startup.publisher/src/test/resources
2014-09-08 09:30:25,309 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.equinox:org.eclipse.equinox.http.servlet:jar:1.0.200.v20090520-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:25,747 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:25,749 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:26,230 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-08 09:30:27,179 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:30:27,179 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.interceptor/src/main/resources
2014-09-08 09:30:27,182 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-08 09:30:27,183 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/msffayaza/GitHub/carbon-apimgt/components/apimgt/org.wso2.carbon.apimgt.interceptor/src/test/resources
2014-09-09 09:22:42,720 [Worker-2] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-09 09:22:42,866 [Worker-2] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-09 09:22:51,056 [Worker-2] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-09 09:22:56,128 [Worker-9] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-09 09:22:56,141 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 11 resources
2014-09-09 09:22:56,210 [Worker-9] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-09 09:22:56,217 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 16 resources
2014-09-09 09:22:57,409 [Worker-9] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-09 09:22:57,413 [Worker-9] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-09 09:22:58,832 [Worker-9] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.apache.bsf:bsf-all:jar:3.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-09 09:24:55,725 [Worker-0] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-09-09 09:24:57,542 [New I/O client worker #1-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.wso2.org/nexus/content/groups/wso2-public/org/wso2/carbon/org.wso2.carbon.user.core/4.3.0-SNAPSHOT/org.wso2.carbon.user.core-4.3.0-SNAPSHOT-sources.jar
2014-09-09 09:24:57,557 [Worker-0] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-09-09 09:24:58,044 [New I/O client worker #2-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.wso2.org/nexus/content/repositories/releases/org/wso2/carbon/org.wso2.carbon.user.core/4.3.0-SNAPSHOT/org.wso2.carbon.user.core-4.3.0-SNAPSHOT-sources.jar
2014-09-09 09:24:58,049 [Worker-0] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-09-09 09:24:58,543 [New I/O client worker #3-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.wso2.org/nexus/content/repositories/snapshots/org/wso2/carbon/org.wso2.carbon.user.core/4.3.0-SNAPSHOT/org.wso2.carbon.user.core-4.3.0-SNAPSHOT-sources.jar
2014-09-09 09:24:58,557 [Worker-0] ERROR o.e.m.j.internal.DownloadSourcesJob - Could not download sources for org.wso2.carbon:org.wso2.carbon.user.core:4.3.0-SNAPSHOT
org.eclipse.core.runtime.CoreException: Could not resolve artifact org.wso2.carbon:org.wso2.carbon.user.core:jar:sources:4.3.0-SNAPSHOT
	at org.eclipse.m2e.core.internal.embedder.MavenImpl$5.call(MavenImpl.java:750) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenImpl$5.call(MavenImpl.java:1) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenExecutionContext.executeBare(MavenExecutionContext.java:161) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenExecutionContext.execute(MavenExecutionContext.java:137) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenExecutionContext.execute(MavenExecutionContext.java:89) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenImpl.resolve(MavenImpl.java:717) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenImpl.resolve(MavenImpl.java:694) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.download(DownloadSourcesJob.java:231) [org.eclipse.m2e.jdt_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.downloadAttachments(DownloadSourcesJob.java:210) [org.eclipse.m2e.jdt_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.downloadMaven(DownloadSourcesJob.java:184) [org.eclipse.m2e.jdt_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.run(DownloadSourcesJob.java:140) [org.eclipse.m2e.jdt_1.4.0.20130601-0317.jar:na]
	at org.eclipse.core.internal.jobs.Worker.run(Worker.java:53) [org.eclipse.core.jobs_3.5.300.v20130429-1813.jar:na]
2014-09-09 09:24:59,016 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-09 09:24:59,033 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-09-09 09:24:59,036 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-09 09:24:59,036 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-09-09 09:25:08,248 [Worker-0] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-09-09 09:25:09,860 [New I/O client worker #4-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.wso2.org/nexus/content/groups/wso2-public/org/wso2/carbon/org.wso2.carbon.registry.indexing/4.3.0-SNAPSHOT/org.wso2.carbon.registry.indexing-4.3.0-SNAPSHOT-sources.jar
2014-09-09 09:25:09,863 [Worker-0] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-09-09 09:25:10,346 [New I/O client worker #5-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.wso2.org/nexus/content/repositories/releases/org/wso2/carbon/org.wso2.carbon.registry.indexing/4.3.0-SNAPSHOT/org.wso2.carbon.registry.indexing-4.3.0-SNAPSHOT-sources.jar
2014-09-09 09:25:10,350 [Worker-0] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-09-09 09:25:10,838 [New I/O client worker #6-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.wso2.org/nexus/content/repositories/snapshots/org/wso2/carbon/org.wso2.carbon.registry.indexing/4.3.0-SNAPSHOT/org.wso2.carbon.registry.indexing-4.3.0-SNAPSHOT-sources.jar
2014-09-09 09:25:10,843 [Worker-0] ERROR o.e.m.j.internal.DownloadSourcesJob - Could not download sources for org.wso2.carbon:org.wso2.carbon.registry.indexing:4.3.0-SNAPSHOT
org.eclipse.core.runtime.CoreException: Could not resolve artifact org.wso2.carbon:org.wso2.carbon.registry.indexing:jar:sources:4.3.0-SNAPSHOT
	at org.eclipse.m2e.core.internal.embedder.MavenImpl$5.call(MavenImpl.java:750) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenImpl$5.call(MavenImpl.java:1) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenExecutionContext.executeBare(MavenExecutionContext.java:161) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenExecutionContext.execute(MavenExecutionContext.java:137) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenExecutionContext.execute(MavenExecutionContext.java:89) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenImpl.resolve(MavenImpl.java:717) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.core.internal.embedder.MavenImpl.resolve(MavenImpl.java:694) ~[org.eclipse.m2e.core_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.download(DownloadSourcesJob.java:231) [org.eclipse.m2e.jdt_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.downloadAttachments(DownloadSourcesJob.java:210) [org.eclipse.m2e.jdt_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.downloadMaven(DownloadSourcesJob.java:184) [org.eclipse.m2e.jdt_1.4.0.20130601-0317.jar:na]
	at org.eclipse.m2e.jdt.internal.DownloadSourcesJob.run(DownloadSourcesJob.java:140) [org.eclipse.m2e.jdt_1.4.0.20130601-0317.jar:na]
	at org.eclipse.core.internal.jobs.Worker.run(Worker.java:53) [org.eclipse.core.jobs_3.5.300.v20130429-1813.jar:na]
2014-09-09 09:25:11,218 [Worker-2] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-09 09:25:11,219 [Worker-2] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-09-09 09:25:11,223 [Worker-2] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-09-09 09:25:11,224 [Worker-2] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-09-09 10:49:23,507 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for uddi:uddi4j:jar:1.0.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2014-09-09 10:49:23,513 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.eclipse.core:org.eclipse.core.runtime:jar:3.5.0.v20090429-1800 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
